thread_name,train_loop_ttot,train_ttot,stale_ttot,train_loop_tavg,train_tavg,stale_tavg
dataserver-1, 36749.7395769, 36603.3674972, 94.0955917, 36749.7395769, 279.41501906259543, 0.7182869595419847
dataserver-2, 36746.8398371, 36568.0071561, 0.0013051, 36746.8398371, 292.5440572488, 1.04408e-05
dataserver-0, 36746.523634, 36578.8809455, 126.9699794, 36746.523634, 279.2280988206107, 0.9692364839694656
dataserver-3, 36745.202234, 36679.6162755, 16.3984715, 36745.202234, 279.99707080534347, 0.12517917175572518
largest_stale: 8
