thread_name,train_loop_ttot,train_ttot,stale_ttot,train_loop_tavg,train_tavg,stale_tavg
dataserver-2, 3619.22853, 3448.1366749999997, 0.002852, 3619.22853, 15.25724192477876, 1.2619469026548673e-05
dataserver-1, 3619.014355, 3564.896417, 0.0017, 3619.014355, 15.499549639130434, 7.391304347826086e-06
dataserver-0, 3618.9627929999997, 3552.8689879999997, 0.0016669999999999999, 3618.9627929999997, 15.447256469565216, 7.2478260869565215e-06
dataserver-3, 3614.0168329999997, 3561.0207969999997, 0.001558, 3614.0168329999997, 15.482699117391302, 6.773913043478261e-06
largest_stale: 6
