dataserver-2,1,tensor(2.2854)
dataserver-1,1,tensor(2.3130)
dataserver-1,1,tensor(2.3130)
,tensor(2.3087)
dataserver-0,1,tensor(2.2945)
dataserver-2,2,tensor(2.2992)
dataserver-3,2,tensor(2.2252)
dataserver-1,2,tensor(2.2269)
dataserver-0,2,tensor(2.1328)
dataserver-2,3,tensor(2.2106)
dataserver-3,3,tensor(2.0614)
dataserver-3,3,tensor(2.0614)
,tensor(2.1634)
dataserver-0,3,tensor(2.0809)
dataserver-2,4,tensor(2.0173)
dataserver-3,4,tensor(2.4073)
dataserver-1,4,tensor(2.1990)
dataserver-0,4,tensor(2.4877)
dataserver-2,5,tensor(2.0387)
dataserver-1,5,tensor(2.3365)
dataserver-1,5,tensor(2.3365)
,tensor(2.6528)
dataserver-0,5,tensor(2.5960)
dataserver-2,6,tensor(2.7047)
dataserver-1,6,tensor(2.3389)
dataserver-3,6,tensor(2.3248)
dataserver-2,7,tensor(2.3093)
dataserver-2,7,tensor(2.3093)
,tensor(2.3046)
dataserver-3,7,tensor(2.2853)
dataserver-1,7,tensor(2.2944)
dataserver-2,8,tensor(2.2867)
dataserver-0,7,tensor(2.2717)
dataserver-3,8,tensor(2.2487)
dataserver-1,8,tensor(2.2536)
dataserver-2,9,tensor(2.2410)
dataserver-0,8,tensor(2.2232)
dataserver-1,9,tensor(2.1944)
dataserver-1,9,tensor(2.1944)
,tensor(2.1987)
dataserver-2,10,tensor(2.1591)
dataserver-0,9,tensor(2.1897)
dataserver-3,10,tensor(2.0898)
dataserver-1,10,tensor(2.1256)
dataserver-2,11,tensor(2.1512)
dataserver-0,10,tensor(1.9867)
dataserver-3,11,tensor(1.9704)
dataserver-1,11,tensor(1.9348)
dataserver-2,12,tensor(1.9113)
dataserver-0,11,tensor(1.8016)
dataserver-3,12,tensor(1.7892)
dataserver-1,12,tensor(1.7330)
dataserver-0,12,tensor(1.5433)
dataserver-0,12,tensor(1.5433)
,tensor(1.5012)
dataserver-3,13,tensor(1.4453)
dataserver-1,13,tensor(1.4993)
dataserver-2,14,tensor(2.1638)
dataserver-0,13,tensor(2.9048)
dataserver-3,14,tensor(2.6801)
dataserver-1,14,tensor(2.3466)
dataserver-2,15,tensor(2.0291)
dataserver-0,14,tensor(2.5743)
dataserver-3,15,tensor(3.8330)
dataserver-1,15,tensor(5.9322)
dataserver-2,16,tensor(4.0983)
dataserver-0,15,tensor(2.7135)
dataserver-3,16,tensor(2.2826)
dataserver-1,16,tensor(2.3712)
dataserver-0,16,tensor(2.4306)
dataserver-2,17,tensor(2.4914)
dataserver-3,17,tensor(2.3435)
dataserver-1,17,tensor(2.1904)
dataserver-2,18,tensor(2.3128)
dataserver-0,17,tensor(2.2453)
dataserver-3,18,tensor(2.1724)
dataserver-1,18,tensor(2.2639)
