time,f1
0:00:00.020832,0.10269999999999999
0:00:15.208748,0.1437
0:00:31.120670,0.19019999999999998
0:00:47.404900,0.2033
0:01:03.217693,0.2351
0:01:18.762850,0.2192
0:01:35.084552,0.2542
0:01:51.323036,0.2485
0:02:07.824465,0.2638
0:02:23.730587,0.2937
0:02:39.061708,0.2857
0:02:55.011357,0.2988
0:03:10.050678,0.309
0:03:26.652694,0.3162
0:03:42.383751,0.3231
0:03:57.620742,0.3168
0:04:13.410288,0.3196
0:04:29.592462,0.3491
0:04:45.991374,0.3483
0:05:02.385068,0.3441
0:05:18.187938,0.3519
0:05:34.404642,0.3604
0:05:50.583156,0.3515
0:06:07.060599,0.3674
0:06:23.271074,0.3623
0:06:39.650418,0.3813
0:06:55.779452,0.3716
0:07:11.292280,0.3847
0:07:27.220645,0.3933
0:07:43.280924,0.3745
0:07:58.808633,0.3936
0:08:14.920731,0.3658
0:08:31.305346,0.3964
0:08:47.673235,0.3948
0:09:03.810532,0.3983
0:09:19.806473,0.4104
0:09:36.297943,0.4136
0:09:52.186524,0.4111
0:10:07.460655,0.4144999999999999
0:10:23.841356,0.4125
0:10:40.149360,0.4066
0:10:56.454470,0.4135
0:11:12.484871,0.4144999999999999
0:11:28.738065,0.41469999999999996
0:11:45.128471,0.4227
0:12:01.339730,0.4151
0:12:17.399733,0.42299999999999993
0:12:32.482704,0.4244
0:12:48.875409,0.4166
0:13:04.901015,0.4149
0:13:21.320694,0.4239
0:13:37.084910,0.41290000000000004
0:13:53.122723,0.4291
0:14:09.420656,0.4435
0:14:24.472273,0.4391
0:14:40.695711,0.4398
0:14:56.749100,0.4251
0:15:12.852760,0.4219
0:15:29.278266,0.4383
0:15:45.615862,0.4355
0:16:01.224589,0.433
0:16:16.863154,0.4509
0:16:32.657413,0.4504
0:16:49.223292,0.43479999999999996
0:17:05.051993,0.4524
0:17:21.911296,0.4548
0:17:38.063645,0.44800000000000006
0:17:54.516127,0.4123
0:18:10.212153,0.4547
0:18:25.412718,0.4457
0:18:41.496229,0.449
0:18:57.521111,0.4559
0:19:13.499141,0.4573
0:19:28.709210,0.4574
0:19:44.665087,0.4565000000000001
0:20:00.671640,0.4515
0:20:16.889281,0.4733
0:20:32.857095,0.4614
0:20:48.815542,0.4655
0:21:04.682377,0.4492
0:21:19.899329,0.457
0:21:35.977012,0.4675
0:21:51.796640,0.4509
0:22:08.355353,0.4648
0:22:24.574331,0.466
0:22:40.971232,0.4657
0:22:57.875013,0.4686
0:23:14.372055,0.473
0:23:30.627323,0.4642
0:23:46.836034,0.4691
0:24:02.621074,0.4656
0:24:18.462276,0.4677
0:24:34.057659,0.4505
0:24:50.233011,0.47309999999999997
0:25:06.363700,0.4655
0:25:21.466827,0.4758
0:25:37.383963,0.4747
0:25:53.537611,0.47490000000000004
0:26:09.215608,0.4742
0:26:24.398189,0.4625
0:26:39.992845,0.4674
0:26:56.223151,0.4793
0:27:12.344443,0.4798
0:27:27.916491,0.473
0:27:43.307692,0.4841
0:27:58.942212,0.4864
0:28:15.389071,0.4662
0:28:31.718477,0.4863
0:28:47.535627,0.4831
0:29:02.643129,0.47589999999999993
0:29:18.710591,0.4925
0:29:34.874656,0.4816
0:29:51.197245,0.4943
0:30:06.927572,0.4871
0:30:23.678274,0.4973
0:30:39.859864,0.4675
0:30:55.996008,0.4885
0:31:12.245291,0.4697
0:31:27.787457,0.4903
0:31:43.838570,0.4899
0:31:59.776941,0.4816
0:32:15.671688,0.4964
0:32:31.629761,0.4832
0:32:47.541436,0.4917
0:33:03.057440,0.4952
0:33:18.838635,0.5015
0:33:35.337470,0.4978
0:33:51.311126,0.48
0:34:07.210569,0.4941
