time,f1
0:00:00.011587,0.1032
0:00:15.249258,0.0992
0:00:30.502387,0.2427
0:00:45.996738,0.3825
0:01:01.337575,0.3886
0:01:17.051635,0.1011
0:01:32.768917,0.10559999999999999
0:01:48.620676,0.2069
0:02:03.833480,0.2925
0:02:19.071425,0.1425
0:02:35.140269,0.3382
0:02:51.158932,0.4788
0:03:07.009497,0.4824
0:03:22.841414,0.3862999999999999
0:03:38.027360,0.1004
0:03:53.554511,0.194
0:04:09.379589,0.1947
0:04:24.649925,0.2475
0:04:39.795635,0.2942
0:04:55.545898,0.3486
0:05:11.267478,0.3309
0:05:26.476529,0.1969
0:05:42.423584,0.1004
0:05:58.240017,0.1337
0:06:13.700706,0.2267
0:06:29.463113,0.188
0:06:44.950772,0.3757
0:07:00.818537,0.2873
0:07:16.307276,0.2264
0:07:31.841271,0.2982
0:07:47.061483,0.1554
0:08:02.948192,0.21370000000000003
0:08:18.467828,0.3581
0:08:34.014527,0.4651
0:08:50.058075,0.4228
0:09:06.073042,0.4851
0:09:21.923980,0.3946
0:09:37.292637,0.3876
0:09:52.526550,0.44760000000000005
0:10:08.161676,0.4474
0:10:23.738532,0.4828
0:10:39.135577,0.4701
0:10:54.388667,0.4562
0:11:10.168875,0.5013
0:11:25.695654,0.5386
0:11:41.071720,0.5592
0:11:56.506556,0.5518
0:12:12.470526,0.6336
0:12:27.652059,0.4219
0:12:43.458537,0.3383
0:12:58.921757,0.5578
0:13:14.485772,0.569
0:13:30.126213,0.5762
0:13:45.349076,0.6242
0:14:00.650741,0.6522
0:14:16.153743,0.626
0:14:31.502521,0.4857
0:14:46.635601,0.6292
0:15:02.109944,0.5142
0:15:17.506557,0.6187
0:15:33.507917,0.643
0:15:48.898361,0.6443
0:16:04.675825,0.6832
0:16:20.649482,0.6531
0:16:36.033980,0.6623
0:16:51.787562,0.6159
0:17:07.253466,0.6619
0:17:22.653089,0.586
0:17:38.251629,0.6679
0:17:53.516663,0.6973
0:18:09.000674,0.7093
0:18:24.428746,0.6934
0:18:40.220716,0.6356
0:18:55.990661,0.6836
0:19:11.583607,0.6703
0:19:27.315837,0.6479
0:19:42.525539,0.7295
0:19:58.265696,0.6932
0:20:14.064286,0.7378
0:20:29.357839,0.7421999999999999
0:20:45.003823,0.6667
0:21:00.358435,0.7049
0:21:15.976861,0.7512
0:21:31.150774,0.7791
0:21:46.650530,0.7441999999999999
0:22:02.743321,0.7186
0:22:18.841600,0.6908
0:22:34.535626,0.6664
0:22:49.774845,0.6923
0:23:04.897591,0.7846
0:23:20.786599,0.7428
0:23:36.312480,0.7576
0:23:51.823165,0.7927
0:24:07.082790,0.7815
0:24:23.097052,0.7775
0:24:38.398960,0.7889
0:24:53.821215,0.7106999999999999
0:25:09.406274,0.7267
0:25:24.666127,0.7857
0:25:40.038040,0.7735
0:25:55.210499,0.7746999999999999
0:26:11.281907,0.7469000000000001
0:26:27.003630,0.7759
0:26:42.195172,0.8032
0:26:57.985688,0.7864
0:27:13.335331,0.8089
0:27:29.104370,0.8043
0:27:44.923670,0.8079
0:28:00.277701,0.7160000000000001
0:28:15.370885,0.7551
0:28:31.182811,0.7529
0:28:46.306624,0.774
0:29:01.496810,0.7984999999999999
0:29:16.977726,0.7712
0:29:32.343755,0.7974
0:29:47.751073,0.7953999999999999
0:30:03.383595,0.7992
0:30:18.915567,0.8184
0:30:34.418541,0.7786
0:30:49.707225,0.7946000000000001
0:31:04.874774,0.7908
0:31:20.271863,0.7928
0:31:36.129304,0.7878000000000001
0:31:51.614768,0.8161
0:32:07.322531,0.8088
0:32:22.589452,0.8153999999999999
0:32:37.959888,0.7304
0:32:53.582376,0.8234
0:33:09.197721,0.8057
0:33:24.788642,0.8204999999999999
0:33:40.985664,0.8115999999999999
0:33:56.362532,0.8124
0:34:12.070626,0.817
0:34:27.333812,0.8083999999999999
0:34:42.463963,0.7907
0:34:58.511884,0.8292
0:35:13.921004,0.8217
0:35:29.114107,0.7967
0:35:44.834289,0.7913
0:36:00.264115,0.8236
0:36:16.094507,0.7899
0:36:31.810474,0.8176
0:36:47.606173,0.8177
0:37:02.927585,0.7997
0:37:18.245937,0.82
0:37:33.437725,0.7859
0:37:49.138506,0.7877
0:38:04.415603,0.8251
0:38:19.894485,0.7975
0:38:35.183605,0.824
0:38:50.549638,0.7918
0:39:05.815559,0.8325
0:39:20.929642,0.8015
0:39:36.566348,0.8193
0:39:52.068838,0.821
0:40:07.575729,0.8076
0:40:22.996640,0.7937
0:40:38.191123,0.7986
0:40:53.877946,0.8149000000000001
0:41:09.313955,0.8211
0:41:25.060643,0.8209000000000001
0:41:40.302538,0.7645
0:41:55.746500,0.7877
0:42:10.868625,0.8191999999999999
0:42:26.829943,0.8235
0:42:42.841144,0.7974
0:42:58.562505,0.8265
0:43:13.952208,0.8013
0:43:29.311753,0.7916
0:43:44.500630,0.821
0:43:59.888060,0.8377
0:44:15.045043,0.8083
0:44:30.379835,0.8369
0:44:46.310171,0.8366
0:45:01.635954,0.8251
0:45:17.386731,0.8372
0:45:32.954328,0.7983
0:45:48.105531,0.8319
0:46:03.207595,0.8219
0:46:18.608133,0.8221
0:46:34.722369,0.8261
0:46:50.491263,0.7993
0:47:05.893075,0.8126
0:47:21.736597,0.7996
0:47:37.030006,0.8229
0:47:52.674102,0.8266
0:48:07.801590,0.8318
0:48:23.127268,0.8202
0:48:38.685179,0.8343
0:48:53.854100,0.8259
0:49:09.070526,0.8363
0:49:24.100937,0.8263
0:49:39.461831,0.8439
0:49:54.823098,0.8115999999999999
0:50:10.099568,0.8361
0:50:25.465721,0.832
0:50:41.542625,0.8388
0:50:56.808680,0.8465
0:51:12.658578,0.8281
0:51:28.187370,0.8227
0:51:43.497702,0.8422999999999999
0:51:59.448612,0.8366
0:52:15.093341,0.823
0:52:30.569740,0.8213
0:52:46.044122,0.8231
0:53:02.146522,0.8372
0:53:17.330972,0.824
0:53:33.174525,0.8466
0:53:48.828673,0.8458
0:54:04.089782,0.8344
0:54:19.202514,0.8248
0:54:34.484661,0.8327999999999999
0:54:49.690045,0.8284
0:55:05.551590,0.8395000000000001
0:55:21.182517,0.8403
0:55:36.855102,0.8298
0:55:52.136151,0.8343
0:56:07.663586,0.8435
0:56:23.642537,0.8436999999999999
0:56:39.202518,0.8492
0:56:54.808581,0.8528
0:57:11.158900,0.8449
0:57:26.869161,0.8165
0:57:42.198793,0.8369
0:57:57.263365,0.8391
0:58:12.931851,0.8201
0:58:28.637869,0.7695
0:58:44.288652,0.8324
0:58:59.734548,0.816
0:59:15.467620,0.8324
0:59:31.106966,0.8387
0:59:46.386008,0.8531
