thread_name,train_loop_ttot,train_ttot,stale_ttot,train_loop_tavg,train_tavg,stale_tavg
dataserver-0, 3625.23418, 3572.906999, 0.002031, 3625.23418, 16.465009211981567, 9.359447004608294e-06
dataserver-1, 3625.220636, 3467.434961, 0.00316, 3625.220636, 16.59059789952153, 1.5119617224880383e-05
dataserver-3, 3618.449079, 3569.2777379999998, 0.00208, 3618.449079, 16.524433972222223, 9.629629629629628e-06
dataserver-2, 3617.9526739999997, 3564.116154, 0.002128, 3617.9526739999997, 16.34915666972477, 9.761467889908257e-06
largest_stale: 11
