thread_name,train_loop_ttot,train_ttot,stale_ttot,train_loop_tavg,train_tavg,stale_tavg
dataserver-0, 7217.793799, 7123.406437, 0.030223999999999997, 7217.793799, 2.7869352257433486, 1.1824726134585289e-05
dataserver-1, 7217.781247, 7193.899063999999, 0.021254, 7217.781247, 2.8046390113060427, 8.286159844054581e-06
dataserver-2, 7217.769601999999, 7179.874553, 0.024201, 7217.769601999999, 2.8024490839188134, 9.446135831381733e-06
dataserver-3, 7217.75799, 7191.599950999999, 0.021733, 7217.75799, 2.8070257419984386, 8.482825917252146e-06
largest_stale: 11
