epoch,f1
1,0.1029
2,0.1082
3,0.123
4,0.1307
5,0.1385
6,0.1514
7,0.1659
8,0.1758
9,0.18129999999999996
10,0.19880000000000003
11,0.19080000000000003
12,0.2006
13,0.2078
14,0.21060000000000004
15,0.2287
16,0.2166
17,0.2304
18,0.2287
19,0.2505
20,0.2192
21,0.205
22,0.211
23,0.2457
24,0.21969999999999998
25,0.2413
26,0.245
27,0.2476
28,0.1625
29,0.2433
30,0.2511
31,0.2699
32,0.2702
33,0.2603
34,0.277
35,0.2603
36,0.2595
37,0.2751
38,0.2835
39,0.2766
40,0.2658
41,0.2865
42,0.2855
43,0.2804
44,0.2816
45,0.2843
46,0.297
47,0.2788
48,0.295
49,0.2901
50,0.3092
51,0.2837
52,0.2965
53,0.3091
54,0.3215
55,0.3153
56,0.3162
57,0.3219
58,0.3001
59,0.3282
60,0.3148
61,0.3143
62,0.3147
63,0.3198
64,0.3044
65,0.2728
66,0.2915
67,0.3104
68,0.3077
69,0.3219
70,0.3234
71,0.3209
72,0.3152
73,0.3238
74,0.3481
75,0.3489
76,0.3371
77,0.3326
78,0.3395
79,0.3333
80,0.3422
81,0.3338
82,0.3064
83,0.3359
84,0.3277
85,0.3584
86,0.3558
87,0.3531
88,0.3516
89,0.3459
90,0.3375
91,0.3416
92,0.3636
93,0.3571
94,0.3471
95,0.3514
96,0.3341
97,0.3353
98,0.3573
99,0.3577
100,0.3609
101,0.3614
102,0.36490000000000006
103,0.3716
104,0.3489
105,0.3731999999999999
106,0.3416
107,0.35940000000000005
108,0.3501
109,0.3491
110,0.3514
111,0.3679
112,0.3742
113,0.3824
114,0.3689
115,0.3499
116,0.3445
117,0.3726
118,0.3735
119,0.3719
120,0.3859
121,0.3735
122,0.3773
123,0.3783
124,0.3814
125,0.3877
126,0.3784
127,0.3687
128,0.3793
129,0.3744
130,0.38669999999999993
131,0.3718
132,0.3855
133,0.3729
134,0.3709
135,0.3724
136,0.37209999999999993
137,0.3929
138,0.384
139,0.3912
140,0.3767
141,0.36819999999999997
142,0.3931
143,0.3842
144,0.3912
145,0.387
146,0.3805
147,0.3999
148,0.3929
149,0.38830000000000003
150,0.391
151,0.3957
152,0.4005
153,0.4056
154,0.4014
155,0.38720000000000004
156,0.3668
157,0.3866
158,0.37689999999999996
159,0.3508
160,0.3767
161,0.384
162,0.3855
163,0.3953
164,0.393
165,0.40109999999999996
166,0.3966
167,0.3970000000000001
168,0.3962
169,0.408
170,0.4142
171,0.3999
172,0.3832
173,0.4081
174,0.3933
175,0.4133
176,0.4041
177,0.39769999999999994
178,0.4086
179,0.4186
180,0.4101
181,0.4125
182,0.3986
183,0.3998
184,0.4004
185,0.4076
186,0.3869000000000001
187,0.402
188,0.4081
189,0.4044
190,0.4063
191,0.4056
192,0.4038
193,0.4181
194,0.409
195,0.4278
196,0.4104
197,0.4046
198,0.4139
199,0.3992
200,0.4044
201,0.40579999999999994
202,0.4005
203,0.4078
204,0.4052
205,0.4121
206,0.408
207,0.4063
208,0.4174
209,0.4153
210,0.41469999999999996
211,0.4151
212,0.41
213,0.414
214,0.39760000000000006
215,0.4141
216,0.4187
217,0.4276
218,0.4162
219,0.4085
220,0.429
221,0.4251
222,0.4169
223,0.4286
224,0.3957
225,0.4204
226,0.4117
227,0.4293
228,0.4195
229,0.4159
230,0.4079
231,0.429
232,0.4234
233,0.4179
234,0.4305
235,0.43189999999999995
236,0.4088
237,0.422
238,0.4318
239,0.4249
240,0.4258
241,0.4266
242,0.4302
243,0.4118
244,0.41999999999999993
245,0.4367
246,0.4188
247,0.4249
248,0.4269
249,0.4188
250,0.4235
251,0.4142
252,0.4246
253,0.4288
254,0.43489999999999995
255,0.439
256,0.426
257,0.4372
258,0.4395
259,0.4275
260,0.4318
261,0.4159
262,0.4317
263,0.4227
264,0.4267
265,0.4396
266,0.4235
267,0.4331
268,0.4236
269,0.4098
270,0.42299999999999993
271,0.4358000000000001
272,0.4384
273,0.4361
274,0.4295
275,0.441
276,0.3716
277,0.43099999999999994
278,0.4244
279,0.4315
280,0.43509999999999993
281,0.4391
282,0.4434
283,0.435
284,0.43939999999999996
285,0.4435
286,0.4354
287,0.4328
288,0.4432
289,0.4424
290,0.43359999999999993
291,0.4338
292,0.4146
293,0.4408
294,0.4321999999999999
295,0.4462
296,0.4565000000000001
297,0.4442
298,0.447
299,0.4231
300,0.44459999999999994
301,0.4397
302,0.4565000000000001
303,0.4535
304,0.43509999999999993
305,0.44760000000000005
306,0.4405
307,0.4359
308,0.4412
309,0.4487
310,0.4533
311,0.4532
312,0.45380000000000004
313,0.4444
314,0.4457
315,0.4477
316,0.4508
317,0.45259999999999995
318,0.4333000000000001
319,0.4469
320,0.4477
321,0.4427
322,0.4577
323,0.4398
324,0.4458
325,0.4498
326,0.4523
327,0.4488
328,0.4459
329,0.4558
330,0.4423
331,0.4486
332,0.4485
333,0.4543
334,0.4485
335,0.4434
336,0.4562
337,0.4524
338,0.4629
339,0.4566
340,0.451
341,0.4525
342,0.4345
343,0.4546
344,0.4403
345,0.4607
346,0.4404
347,0.4376
348,0.4604
349,0.4508
350,0.4571
351,0.4515
352,0.46
353,0.4582
354,0.455
355,0.4497
356,0.4525
357,0.4575
358,0.4648
359,0.4525
360,0.4516
361,0.4311
362,0.458
363,0.4449
364,0.4555
365,0.43939999999999996
366,0.4579
367,0.4627
368,0.4411
369,0.4615
370,0.4502
371,0.4585
372,0.4607
373,0.4519
374,0.4718
375,0.4529
376,0.4652
377,0.4629
378,0.4546
379,0.45940000000000003
380,0.4517
381,0.4665
382,0.4691
383,0.45409999999999995
384,0.4457
385,0.4617
386,0.463
387,0.4713
388,0.4659
389,0.4672
390,0.46219999999999994
391,0.4554
392,0.4564
393,0.4491
394,0.4659
395,0.4698
396,0.4576
397,0.4645
398,0.458
399,0.4633
400,0.4671
401,0.4675
402,0.4641
403,0.4657
404,0.4716
405,0.4653
406,0.4656
407,0.4632
408,0.4688
409,0.4712
410,0.4423
411,0.4719
412,0.4707
413,0.4765
414,0.4695
415,0.4734
416,0.469
417,0.4635
418,0.463
419,0.4569
420,0.4695
421,0.4566
422,0.459
423,0.4753
424,0.4728
425,0.4673
426,0.4744
427,0.4734
428,0.4686
429,0.4682
430,0.456
431,0.4671
432,0.4688
433,0.4741
434,0.4767
435,0.4672
436,0.4656
437,0.4584
438,0.4698
439,0.4716
440,0.4423
441,0.4659
442,0.4806
443,0.4691
444,0.456
445,0.46049999999999996
446,0.4511
447,0.469
448,0.47040000000000004
449,0.4788
450,0.4785
451,0.4687
452,0.4734
453,0.4741
454,0.4832
455,0.4724
456,0.467
