time,f1
0:00:00.017243,0.0947
0:00:15.086648,0.1305
0:00:31.547262,0.19019999999999998
0:00:46.975236,0.21370000000000003
0:01:02.007418,0.2081
0:01:17.095415,0.2399
0:01:32.859563,0.2638
0:01:48.798355,0.2589
0:02:03.920535,0.2925
0:02:19.030332,0.2785
0:02:34.052462,0.3002
0:02:50.702499,0.3087
0:03:06.050704,0.3211
0:03:22.667660,0.3149
0:03:37.963144,0.3467
0:03:53.026599,0.3341
0:04:09.622367,0.3355
0:04:25.155932,0.3381
0:04:41.511765,0.3329
0:04:57.397366,0.36589999999999995
0:05:12.871523,0.3572
0:05:27.941509,0.3718
0:05:44.573635,0.3689
0:06:00.329583,0.3814
0:06:16.371532,0.3775
0:06:31.564386,0.3647
0:06:48.084916,0.3903
0:07:03.766628,0.3849
0:07:19.912185,0.3896
0:07:35.632441,0.3832999999999999
0:07:50.719934,0.3557
0:08:05.795815,0.4046
0:08:21.161271,0.4125
0:08:36.366441,0.4223
0:08:51.968064,0.417
0:09:07.024751,0.4075
0:09:22.915843,0.4106
0:09:39.229592,0.4115
0:09:55.547329,0.402
0:10:12.151234,0.417
0:10:28.729169,0.3921
0:10:44.948883,0.4275
0:11:01.952797,0.4103
0:11:17.862485,0.4225
0:11:34.147472,0.4239
0:11:50.395031,0.42299999999999993
0:12:06.653891,0.4242
0:12:21.874905,0.436
0:12:37.578340,0.437
0:12:52.814326,0.4196
0:13:07.981227,0.4377
0:13:24.746051,0.43080000000000007
0:13:40.937550,0.4353
0:13:56.239301,0.4428
0:14:12.533214,0.4356999999999999
0:14:29.314580,0.4461
0:14:45.485544,0.447
0:15:01.782429,0.4514
0:15:16.866514,0.4543
0:15:31.914672,0.463
0:15:47.437117,0.4444
0:16:03.283401,0.4487
0:16:18.833539,0.4535
0:16:34.497164,0.4577
0:16:50.498452,0.4628
0:17:06.393665,0.4613
0:17:21.611569,0.453
0:17:38.122980,0.4571
0:17:54.941900,0.4721
0:18:10.842578,0.4699
